WBGene_ID,Gene_name,Peptide_count,Neurons,Gonad,Hypodermis,Pharynx,Body_wall_muscle,Glia,Intestine,Germline,Somatic_gonad_precursors,Seam_cells,Non-seam_hypodermis,Pharyngeal_epithelia,Pharyngeal_muscle,Pharyngeal_neurons,Pharyngeal_gland,Body_wall_muscle,Sex_myoblasts,Intestinal/rectal_muscle,Socket_cells,Am/PH_sheath_cells,Cholinergic_neurons,Touch_receptor_neurons,GABAergic_neurons,Oxygen_sensory_neurons,flp-1(+)_interneurons,Canal_associated_neurons,Ciliated_sensory_neurons,Other_interneurons,Rectum,Distal_tip_cells,Vulval_precursors,Coelomocytes,Excretory_cells,AFD,ASEL,ASER,ASG,ASI/ASJ,ASK,AWA,AWB/AWC,Cholinergic_(3),Cholinergic_(11),Cholinergic_(15),Cholinergic_(23),Cholinergic_(24),Cholinergic_(26),Cholinergic_(29),Cholinergic_(35),Cholinergic_(36),GABAergic,Dopaminergic,flp-1(+),BAG,URX/AQR/PQR,Touch_receptor,PVC/PVD,SDQ/ALN/PLN,CAN,RIA,RIC,DVA,Cluster_5,Cluster_10,Cluster_13,Cluster_16,Cluster_17,Cluster_21,Cluster_25,Cluster_27,Cluster_40,Pharyngeal_(33),Pharyngeal_(37)
WBGene00017312,pitr-5,4,0.29,1.125,0.65,3.153,0.156,0,13.959,1.234174173,0,0,2.65435048,0,0.390956397,0,0,0.155778037,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.60680412,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5.9,0,0,0,0
WBGene00017537,F17A9.5,1,5.175,0.249,19.167,0,0.549,2.073,13.928,0.273044815,0,6.188538502,44.64823914,0,0,0,0,0.54913344,0,12.00156578,1.046962552,4.260849187,0,0,0,0,0,0,2.854924173,19.80119599,4.645329122,0,0,0,24.25181652,0,0,0,0,0,0,0,28.62,0,10.21,0,0,35.46,0,0,0,0,0,0,0,0,0,0,0,0,0,81.22,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00002271,lec-8,66,1.272,0.809,0.284,35.99,0.403,0.803,13.862,0.273442099,8.554976004,0.423872059,0,54.69491806,0.894950688,0,20.10536171,0.403376251,0,6.778190494,0,0,0,0,0,3.035822708,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13.82,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.35,0,0,0,0
WBGene00009478,syx-7,40,58.83,57.266,41.597,136.536,16.497,81.869,13.708,58.45642126,34.14289506,40.73310142,41.85613258,122.7140437,89.31330509,70.19700178,26.11314236,16.49666401,59.34654492,12.78876658,68.54184161,96.01966569,34.72472071,60.15717103,57.95278537,0,59.80245472,91.64066084,33.2156772,57.06455931,86.36975403,75.95006551,70.87211141,157.3690829,24.97814932,255.43,0,0,40.94,71.37,28.58,0,0,44.04,48.04,0,0,102.16,120.64,47.64,0,16.41,61.82,82.97,43.92,0,0,60.16,67.68,0,91.64,0,0,154.8,106.53,0,311.68,42.5,0,0,162.34,120.95,0,35.8,80.06
WBGene00022280,Y74C10AL.2,24,58.188,47.848,40.67,39.234,25.904,41.286,13.689,48.27960485,42.83410397,46.03592759,22.5167633,47.63216461,8.328665201,116.4922121,37.77530337,25.90362838,64.58940052,54.606268,13.82937548,31.31652829,33.76904029,23.0547576,69.76174371,116.3897883,13.45096531,14.33556583,19.18274177,106.5855732,96.58194739,45.02953106,66.75714595,59.79437296,115.4757115,0,0,0,33.9,0,0,82.86,0,58.81,48.87,44.72,0,7.5,76.52,39.51,313.48,133.38,74.41,16.91,43.62,0,65.48,23.05,181.46,189.95,14.34,70.92,0,0,29.14,0,88.18,12.3,213.96,36.78,79.41,0,0,0,149.91
WBGene00004272,rab-8,64,42.071,123.963,28.589,45.787,48.097,42.525,13.571,120.6408864,103.1499842,33.68646761,14.87035038,13.41862917,54.62646415,55.99893582,70.88759551,48.09664974,102.3164368,90.03233576,64.27125955,24.77708516,17.09700862,0,22.18934911,120.7132641,22.20764481,46.69748399,62.97262079,12.22513877,38.05176219,315.1904588,80.59951673,134.700292,29.16386569,0,0,0,0,222.69,0,0,0,52.08,40.46,0,0,0,0,3.79,86.21,20.48,23.67,0,26.78,0,0,0,24.84,230.11,46.7,0,0,0,0,235.67,0,166.57,0,9.2,119.31,0,0,0,72.06
WBGene00011061,wago-1,23,3.748,390.507,1.758,1.807,1.961,20.561,13.562,428.0728393,3.503205763,1.551267543,2.934344607,2.928844137,0,0,1.749505765,1.960944939,3.530144213,0,49.64544992,3.75192804,1.564671797,0,11.7370892,0,0,0,2.458899495,0,0,2.477356957,8.083467402,2.649905365,10.09041007,0,0,0,0,0,0,0,24.65,0,4.82,0,0,0,0,0,0,0,12.52,35.53,18.52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00011115,R07E5.7,3,27.845,75.665,36.452,43.976,5.683,44.288,13.559,77.49234213,64.03807936,46.30541868,16.93277718,38.83473766,19.83437916,61.32883087,68.19407675,5.683217348,59.87848129,14.03124356,28.64717879,72.86294934,44.39820332,21.77463255,43.24043515,0,0,66.06046928,7.286186847,5.356764188,7.895534782,36.25362851,21.53676441,38.95006868,71.77667632,0,0,0,0,0,0,0,73.04,11.34,24.67,0,0,13.6,9.8,105.18,147.36,0,46.12,0,17.35,0,0,21.77,6.02,0,66.06,0,0,15.61,18.77,0,0,0,0,0,86.94,0,0,0,78.92
WBGene00022774,swsn-6,3,19.243,83.472,13.454,10.819,6.572,32.494,13.502,86.58696663,65.52337093,15.35283162,3.167906933,1.734053881,10.48362635,38.20306371,6.167193054,6.572446991,24.65915532,7.313177739,32.00619189,50.53802421,3.279944547,42.33052262,10.63829787,38.96886281,0,40.34765484,1.870312529,5.250098484,4.141609927,10.9845476,46.5133367,28.5341366,8.866891371,0,0,0,0,0,0,29.16,0,17,21.44,0,0,0,17.82,6.22,0,0,11.35,139.28,0,58.53,0,42.33,5.8,49.77,40.35,0,0,15.61,0,0,0,0,0,0,12.93,70.44,0,141.1,8.68
WBGene00044696,F52E1.14,41,0.501,0,0,1.65,0.126,2.325,13.472,0,0,0,0,3.24530445,2.356378717,0,0,0.125686764,7.918032527,1.546072975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51.44,0,0,0,0,0,0,0,0,0
WBGene00004888,smo-1,3,72.994,175.528,52.749,24.668,34.676,55.714,13.464,178.0465698,170.2936853,69.15516096,16.89075173,36.7230387,10.81396887,64.91820907,22.02717288,34.67626904,72.94229177,66.74057871,61.16281225,26.77477072,54.8682348,18.97220301,148.749923,8.790049664,114.5971503,151.5801234,95.31943565,32.46036431,14.06450055,90.45971523,97.34497807,35.71549104,47.59701854,0,133.8,0,229.66,66.35,51.17,150.28,122.66,52.72,64.69,115.67,0,49.74,68.84,68.1,342.07,58.37,154,47.54,100.14,40.01,0,18.97,13.77,0,151.58,92.63,28.03,0,82.48,129.15,66.18,95.71,0,30.29,103.39,0,90.09,25.74,76.16
WBGene00009880,F49C12.11,2,27.374,63.103,40.606,21.452,30.714,19.725,13.447,63.91645792,53.79081571,46.79666419,32.0985519,10.81945409,19.0575599,0,22.8138832,30.71412126,68.46582793,80.75999137,8.888934827,30.59044546,38.9573725,4.002689808,31.5706023,30.87237417,32.90246108,36.02867701,38.17228035,27.82750105,18.05963603,57.33663313,62.14410616,41.70824376,65.00327452,0,98.28,116.14,35.13,68.52,0,33.85,46.51,7.04,31.48,0,0,59.84,15.99,3.96,0,11.78,33.68,78.97,24.16,0,0,4,0,58.85,36.03,15.75,0,156.28,60.47,0,0,8.92,58.54,58.65,27.17,64.53,0,0,0
WBGene00011474,aldo-1,234,1098.828,6.686,19.087,70.368,1318.391,28.325,13.436,5.01372445,13.34127636,17.68157393,28.91966152,44.48128599,133.4808936,721.07813,15.55990564,1318.391451,96.05087276,905.8774451,35.75169662,8.315518792,1828.637391,573.8248511,1767.893353,1346.656907,827.6927678,173.695137,722.9712575,1118.371429,6.850249675,54.11708528,137.9105333,388.1935106,7.112375533,940.18,1060.72,829.72,318.65,784.66,898.35,874.42,1043.68,3029.15,1211.89,251.7,473.64,828.54,1394.63,1456.82,872.44,1019.58,1503.55,799.01,841.7,2837.61,1767.16,573.82,999.24,517.32,173.7,1614.47,988.98,805.59,622.05,727.93,324.63,620.89,1002.05,758.81,530.48,109.62,2375.98,629.37,747.39
WBGene00009925,F52B11.2,9,15.044,46.279,23.807,32.7,9.698,12.568,13.42,47.75110792,36.11228161,29.58251701,10.25207446,0.415483577,30.87967658,0,135.1332481,9.69797354,19.36016813,14.51784679,7.274208566,10.80873257,8.858440838,0,18.49193328,46.34357138,0,0,12.41862353,8.238453807,19.20965131,16.82570036,16.37300152,43.13627231,13.72518763,0,0,0,0,0,0,73.49,14.59,0,20.76,57.41,0,0,0,56.51,0,0,19.72,0,0,0,113.38,0,16.74,33.07,0,0,0,0,92.9,0,0,0,0,14.31,26.47,0,0,0,0
WBGene00022759,ZK546.2,17,12.185,66.12,23.782,15.993,10.27,84.914,13.405,69.49801478,34.60132652,28.70417631,14.58808176,20.23421663,8.727166773,16.39356258,5.721402763,10.26968173,8.172373382,27.93917661,171.1024379,25.21743021,12.21653717,0,0,10.27802045,0,29.82511669,10.79769652,9.022019461,35.52307887,21.88733512,15.77607496,7.400481135,15.89117722,0,0,0,0,38.5,0,0,0,13.71,13.01,0,0,0,5.52,34.24,0,0,0,52.41,0,0,0,0,6.04,19.59,29.83,24.82,0,0,0,0,120.12,29.4,0,0,12.87,0,0,21.78,14.85
WBGene00003950,pbs-4,71,29.244,71.385,31.768,21.132,32.182,48.986,13.37,71.6474388,64.14007164,37.33187071,21.77968036,20.41321549,33.02412533,0,30.82406986,32.18204616,48.90260982,87.32750027,80.1055843,25.68605716,34.98629633,47.00010415,17.37701248,11.92250373,36.29500581,17.72095752,34.40884906,59.23729249,14.84039737,81.64089228,99.74525599,37.94628891,29.20512147,0,0,0,35.34,0,31.14,17.94,0,57.47,35.36,166.1,0,9.53,19.61,29.95,0,0,5.59,13.13,26.66,0,46.62,47,6.13,0,17.72,191.71,0,61.79,0,0,0,37.96,0,56.1,44.79,0,0,0,0
WBGene00000205,arx-7,10,17.174,28.207,20.874,33.43,6.699,15.375,13.366,28.45997357,31.67096022,19.60433297,30.51534862,48.52969605,19.00600353,21.51833362,31.82840571,6.699296446,7.458102784,14.67186977,14.35349499,8.227897846,5.744732798,5.483538418,12.13592233,0,28.65927449,12.71763045,10.69965431,11.2897773,11.45612316,8.28102486,18.60397815,10.22108323,30.41337051,0,0,0,0,0,0,0,0,12.61,23.8,0,0,0,73.68,13.38,0,0,0,59.52,21.05,0,0,5.48,22.94,0,12.72,0,0,0,0,0,0,0,0,84.2,0,0,388.35,0,27.69
WBGene00012258,W04G3.5,14,23.333,1.951,11.858,22.05,12.219,8.15,13.216,0.139239627,17.76872326,14.06976588,7.231804375,17.53400483,16.00739129,31.33084667,8.860855651,12.21873239,11.43885473,40.09234007,11.27019591,1.590777611,27.44880762,31.26079111,12.95336788,0,0,70.45832137,21.19878565,64.94518501,4.798648701,28.76661326,5.535023448,14.4846415,44.10475619,0,0,0,108.67,0,50.51,0,0,24.6,24.56,0,0,39.55,20.1,11.97,0,0,13.82,0,0,0,0,31.26,116.37,0,70.46,31.49,0,0,0,26.35,0,0,0,45.49,13.18,38.62,0,0,40.32
WBGene00020096,R144.6,1,11.542,23.666,27.285,11.932,11.914,17.641,13.184,22.74317076,36.9787821,36.1249758,9.656537838,14.13383113,6.070264058,0,1.315734074,11.91439182,9.545023794,3.838811605,0,18.75538037,0,13.60914535,4.99001996,25.00384446,29.56480605,7.152308408,2.356445349,2.811128696,6.442842324,22.33041048,51.08572367,28.13694341,33.58775925,0,0,0,0,0,0,0,0,0,12.34,0,0,0,45.08,0,0,62,5.32,43.54,21.71,0,0,13.61,5.71,47.66,7.15,0,0,0,0,0,0,0,69.54,18.54,8.92,0,0,0,0
WBGene00009430,F35E12.6,51,0,0.325,0.253,0,0.088,0.455,13.166,0.357049514,0,0.378131305,0,0,0,0,0,0.087971107,0,0,0,1.159427011,0,0,0,0,0,0,0,0,0,0,6.97744193,2.876472754,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00021460,zwl-1,1,6.498,102.676,19.163,8.934,5.807,3.328,13.15,108.610459,47.35856024,24.57106388,5.797856275,8.692205882,22.78423331,0,4.216893596,5.806642764,28.96765229,4.29565866,0,6.841095531,12.81305861,0,9.36329588,0,6.469979296,0,15.62347624,0,0,24.8042128,19.00324809,25.38637502,0,0,0,0,88.76,0,0,0,30.92,0,5.94,0,0,0,0,37.43,110.52,0,9.99,0,4.75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27.33,0,0,0,0,0
WBGene00022077,vamp-7,3,21.649,17.71,23.532,9.436,15.655,25.418,12.9,17.24512491,12.90918417,23.84421253,19.30461858,10.08017495,10.84591045,45.22084554,10.08205034,15.65458684,4.000472771,18.41829024,46.18545204,7.171971728,21.17042167,6.397461487,19.08396947,0,0,46.28110145,31.54953416,25.50901365,39.52298623,49.83452327,35.87114379,16.7189322,24.36929048,0,0,0,90.97,13.63,0,32.78,106.74,36.16,13.83,98.62,0,43.91,0,33.34,0,0,20.36,95.93,0,0,0,6.4,43.82,0,46.28,0,0,25.71,40.76,0,0,0,0,0,24,0,0,59.03,41.26
WBGene00045192,aho-3,3,33.675,99.333,8.223,10.332,19.689,14.141,12.812,105.81477,37.21374744,8.952526934,8.375451013,7.69267401,12.56981724,36.82197902,11.1146769,19.68881856,28.45204463,23.82572358,2.185677691,12.54688794,36.5506666,0,6.142506143,0,25.89300677,84.86040003,64.25259471,25.89995755,0,19.10985845,17.88783954,3.574645753,16.64373083,91.47,0,287.28,11.85,105,0,212.91,56.69,14.85,35.65,132.14,0,75.35,33.4,8.06,35.92,0,6.55,0,43.3,0,0,0,14.25,0,84.86,0,170.78,0,37.05,0,19.49,0,0,30.29,76.35,0,0,15.91,42.82
WBGene00017592,F19C7.2,146,0.995,0.079,0.221,0,0.039,0,12.784,0.086301769,0,0.218391776,0.305935017,0,0,0,0,0.039334415,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00022420,wdr-4,2,16.939,72.562,25.22,15.327,17.21,12.411,12.72,74.30251382,64.53832994,29.32661189,15.62386278,17.4741758,20.53296575,0,35.21444659,17.20959331,59.15604017,15.6968466,10.48493677,17.26463419,11.43393732,46.09316952,12.25490196,2.231918669,0,30.89155188,2.699201036,8.413776558,0,26.33971244,51.82273388,9.506014438,0,0,0,0,0,0,0,0,0,3.79,31.91,0,0,32.83,0,40.58,0,0,13.07,19.12,0,0,0,46.09,8.79,4.25,30.89,0,0,26.64,0,0,0,14.57,0,0,11.15,0,0,0,0
WBGene00015101,rpia-1,5,8.494,49.6,14.148,6.686,2.327,15.389,12.607,52.71485948,22.47067403,11.41854752,24.7460987,9.197177984,11.26166858,40.09217714,6.657690046,2.327034808,17.24139034,0,0,8.979429967,7.171496215,0,6.756756757,0,0,0,3.524179395,19.97895738,0,3.264005849,21.55117727,6.867913996,19.09971565,0,0,0,0,0,0,0,0,16.8,7.83,45.65,0,0,15.39,0,0,0,7.21,0,12.37,0,0,0,3.06,0,0,75.77,0,0,0,0,22.75,0,0,0,13.12,0,0,0,51.59
WBGene00020160,igcm-3,9,20.571,24.353,428.084,21.12,3.947,221.535,12.577,1.416241272,344.2940879,524.7215444,226.0236878,9.227006834,14.56906726,0,11.77526924,3.946898861,11.25659827,1.929719612,407.4791506,4.274143568,15.97608559,0,31.78036925,0,128.58521,0,2.384836257,26.80991706,33.10461907,22.77783641,279.2522911,4.786149946,101.1853342,0,0,0,23.35,0,0,0,0,14.4,40.53,0,0,0,4.9,5.96,0,0,33.9,0,94.44,0,0,0,54.48,0,0,0,0,0,67.44,0,39.61,0,0,0,0,0,0,0,0
WBGene00001331,erd-2.1,6,31.445,13.986,100.838,66.393,84.376,53.112,12.54,0.840516496,145.2721696,118.5266792,54.56402585,34.81701904,24.43298894,67.30073215,76.1796882,84.37607475,124.1219731,110.8532466,53.44477038,80.01080378,19.87732489,30.16368409,44.65458277,30.91019484,41.26634641,83.3680249,16.57514447,35.73033379,180.6672006,161.5847251,71.87650998,32.1660918,153.0608141,0,0,0,0,0,111.66,70.41,25.17,24.1,26.24,0,0,0,41.85,19.5,0,0,47.63,62.01,82.35,27.64,97.13,30.16,21.64,0,83.37,0,0,163.4,56.31,0,48.63,0,0,0,11.29,0,0,0,86.61
WBGene00015687,chdp-1,159,890.868,183.233,45.32,490.454,30.998,327.833,12.52,152.6078839,486.3722952,53.57319386,24.51542973,559.2524797,128.8623354,435.2497807,545.6083185,30.99791034,125.7808625,526.6874732,206.1527823,65.88751078,598.9909651,1011.246917,546.8915232,1444.13607,476.0483174,16.21744348,506.378073,3975.773647,21.85566947,534.8062013,174.7340044,39.60780737,4.891410683,776.44,0,0,154.39,861.24,278.28,259.79,1921.8,153.44,569.84,135.61,0,518.84,588.5,633.77,637.69,1444.88,546.27,113.31,354.86,29.68,2844.35,1011.25,7819.29,1353.83,16.22,25.16,0,793.31,2165.16,214.62,0,390.68,0,229.48,2706.98,2246.74,0,1691.4,74.88
WBGene00003851,odr-4,7,31.853,39.184,17.932,9.084,12.754,13.085,12.428,39.802176,33.83182201,22.01488742,10.06576055,7.583495152,1.291689271,22.1402066,17.56511571,12.75377733,25.25657358,7.104011647,8.325505068,25.20947348,7.133062375,0,0,10.54240683,7.097433568,7.734011864,194.537298,8.216026074,2.23488658,29.91156648,26.33997282,20.14136444,34.99143389,0,0,39.41,93.06,186.67,27.61,24.33,74.11,12.8,15.5,0,0,7.5,0,28.25,0,0,0,43.37,10.45,0,0,0,16.7,20.1,7.73,0,0,0,0,0,0,584.77,0,297.44,0,0,0,23.77,21.67
WBGene00016652,got-2.1,3,6.499,225.838,29.911,10.605,10.459,22.452,12.401,244.6502607,22.71547594,34.17069999,5.245238071,5.656262767,2.320293285,0,29.42116853,10.4586058,14.69774022,0,25.88568728,12.44773619,7.206674738,0,0,9.235742323,7.330518414,10.03381395,21.48735423,0,0,58.10025235,25.07518686,15.31421457,0,0,0,0,0,0,0,0,50.23,0,2.22,98.62,0,33.04,13.6,0,0,0,0,15.61,5.38,0,0,0,0,17.61,10.03,0,0,0,0,0,44.8,47.84,0,0,0,84.35,0,0,0
WBGene00003588,nex-1,474,100.281,100.601,52.855,284.367,25.936,169.518,12.374,66.02994755,254.5668352,43.10076482,74.6751192,254.2083827,393.5124535,180.6826653,46.24992589,25.93602907,97.84971482,361.467882,23.32278707,296.8333151,76.08917573,52.129071,176.2429223,127.3687424,36.1896807,351.6402089,52.49099201,39.11926833,47.84225612,1034.171206,158.4705599,23.52855111,69.76827217,385.06,0,0,0,158.39,0,192.29,0,77.96,87.59,0,30.61,0,67.08,40.79,31.52,207.11,181.17,43.08,140.92,0,52.33,52.13,69.73,217.28,351.64,0,0,31.29,133.79,0,301.18,26.38,163,0,143.64,234.99,0,291.63,148.85
WBGene00020112,pfd-5,1,32.136,65.971,29.082,68.132,46.696,25.853,12.332,63.34529037,110.5874231,37.56463249,15.45792285,12.68025789,99.24421447,14.66031491,0,46.69579712,50.82162072,77.35687003,15.38753422,17.41782713,16.97074981,177.3325496,15.99510978,0,2.651001018,30.70078527,40.16843417,39.32045677,5.515947357,43.02101079,51.06237265,46.82489281,53.04258382,0,0,0,89.86,0,0,140.29,0,12.55,26.16,0,0,0,0,21.89,0,21.7,17.06,129.16,13.61,0,0,177.33,58.93,0,30.7,42.34,0,0,0,0,0,118.71,0,0,38.29,69.18,0,45.64,5.77
WBGene00011399,T03F6.3,57,0,19.084,3.694,2.394,0.278,11.987,12.286,20.93519796,0,5.512642356,0,0.370827725,0,0,0,0.277808585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2.137679378,34.72241191,22.7847226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019213,H20E11.1,181,0,0.12,0.681,0,0.113,0,12.155,0.132164995,0,0.181971468,2.284404965,0,0,0,0,0.112516306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00009006,F21D5.1,14,2.591,64.026,12.487,19.932,6.912,7.559,12.095,68.6474729,12.91745104,16.70411132,4.005449416,23.08510132,12.75378661,15.67369971,50.97019006,6.911922137,12.19839526,4.943486918,7.282933329,7.146762733,0,0,0,0,22.32142857,17.65443215,0,7.897028705,7.459124,26.2811052,12.78628437,20.15109788,36.37833373,0,0,0,0,0,0,0,0,0,0.76,0,0,0,0,0,0,0,0,0,16.39,0,0,0,16.05,0,17.65,0,0,0,0,0,0,0,0,0,0,0,0,29.61,11.68
WBGene00045063,Y37A1A.4,13,10.571,1.608,159.262,88.415,2.206,78.346,12.088,1.321593172,0.992314524,202.6554459,72.88154823,84.3823532,117.7932137,20.55230293,136.4708488,2.206240216,1.064898084,0,43.06722727,130.1683776,0.894842575,0,27.02702703,0,6.836578429,38.2381858,4.366354618,12.89277592,65.64068233,14.71300453,76.1919277,5.150905579,0,0,0,0,0,0,0,0,0,14.84,17.11,0,0,0,0,2.98,0,0,28.83,0,5.02,0,0,0,26.2,0,38.24,0,0,0,0,0,0,23.57,0,0,0,0,0,44.09,13.8
WBGene00011095,gana-1,1,1.324,0,54.967,46.034,237.834,0,12.008,0,0,62.64573199,21.25558015,102.6266491,17.79106485,0,0,237.8342775,0,6.70464008,0,0,0,0,7.163323782,0,0,0,0,6.658809272,4.141609927,0,35.84642918,0.696667006,0,0,0,0,0,0,0,0,0,0,1.99,0,0,0,0,0,0,0,7.64,0,0,0,0,0,0,0,0,27.31,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00003159,mcm-7,20,3.834,123.716,34.686,0.069,1.122,0.901,11.986,119.0063886,222.3673184,51.47887195,0.793401228,0.178968995,0,0,0,1.122193675,41.58151739,0,0,2.298700319,3.10795481,0,0,0,0,20.06762791,0,0,0,29.43836893,63.39978028,0,0,0,0,0,0,0,0,0,0,0,7.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.07,0,0,0,0,0,0,0,0,0,25.99,0,0,0,0
WBGene00013690,hprt-1,22,9.042,12.391,8.614,7.433,6.496,223.828,11.876,12.83195133,9.179108265,8.758942059,8.909091776,5.565818868,7.053721528,9.366804046,1.315734074,6.496242071,26.74792664,14.47384722,10.79058041,4.099610432,6.541439835,6.698013369,0,0,24.3950039,25.28789542,18.78230184,0,9.262861483,4.047239378,16.8340183,10.8280587,11.58265382,0,0,0,0,0,0,0,0,0,11.37,140.05,0,0,0,19.01,0,0,0,0,17.92,0,0,6.7,0,0,25.29,0,0,0,0,0,0,43.02,0,0,16.04,0,0,42.02,0
WBGene00010637,K07F5.12,5,0.727,6.345,0,0.218,0.146,0,11.843,3.204570496,38.30777692,0,0,0,0,0,0,0.145968201,2.526783909,0,0,0,0,0,0,6.071645416,0,0,0,0,0,39.89591801,0,0,0,0,0,0,0,0,0,0,0,0,1.76,0,0,0,0,0,0,0,0,0,0,27.64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00019660,K11H12.4,45,0,0.467,0.083,0.179,0.162,0,11.779,0.51238573,0,0,0.340578575,0,0,0,1.327587534,0.162055394,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.866816279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
WBGene00010086,F55B11.4,11,8.372,0,0.056,0,0.059,0,11.763,0,0,0.083844702,0,0,0,0,0,0.058743286,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,217.2,0,0,0,0,0,80.24,304.14,0,0,0
WBGene00013018,Y48G10A.1,20,15.629,26.627,9.163,7.479,9.083,12.122,11.758,25.80884053,24.96327952,10.58023367,7.182899941,1.360715039,8.327164392,13.85898291,14.63816883,9.083194772,19.90618589,27.55409394,7.734019528,15.03110915,16.35602022,0,15.7890938,30.64194883,0,12.60064755,6.598046978,26.5829182,13.5407599,63.8472428,19.83152973,33.47972946,2.48449674,0,0,0,0,0,0,0,0,42.12,17.12,85.47,0,9.35,0,29.54,0,0,16.84,24.19,14.07,0,0,0,33.07,58.41,12.6,42.28,0,0,0,59.35,0,0,0,0,4.35,0,0,0,17.83
WBGene00006402,fut-3,21,70.519,122.101,18.087,23.219,29.911,72.364,11.757,127.8927856,66.13805259,20.55514159,1.720425505,29.66836914,34.97965985,175.0538352,6.600202626,29.91107924,56.23741535,15.14161929,42.30435448,99.40361516,39.42172667,52.18880359,93.83310733,27.19520742,94.78330914,48.05691253,9.469059811,23.66043184,1.354319874,51.72155041,25.70370426,32.84142933,20.81303832,0,67.82,0,0,0,0,0,0,45.28,88.55,63.7,0,34.39,205.49,16.86,0,0,100.09,249.27,69.61,0,81.92,52.19,11.19,11.9,48.06,54.81,0,31.22,0,249.13,28.94,8.48,0,0,92.05,0,0,79.17,202.56
WBGene00043097,C02D5.4,3,20.103,0.913,12.966,38.518,15.838,45.351,11.705,0,10.13633018,16.07464004,3.688077779,65.86205558,24.42593467,4.676524781,2.140456773,15.83783405,22.80416987,11.09813505,92.95653768,24.5021547,16.05452734,6.250546923,0,31.58765275,0,398.3495672,0,8.061915511,1.354319874,10.86315402,16.60623445,11.35201418,118.1547397,0,0,0,0,0,0,0,0,11.75,3.48,0,0,0,39.92,0,0,20.14,0,0,0,0,55.03,6.25,0,33.39,398.35,0,72.89,0,36.53,0,0,0,0,0,25.67,0,0,0,6.02
WBGene00003891,osm-11,18,15.314,0.906,222.483,5.524,8.123,28.13,11.639,0.910245844,1.169713771,56.43253455,599.7472946,4.993553976,3.639275056,20.67995699,7.373782957,8.122797488,4.276821552,7.996929179,50.75281786,4.593796636,45.10418395,0,5.854800937,0,25.31798819,0,0,0,416.6353925,0,10456.18059,0,0,0,0,0,0,0,0,0,0,39.59,34.25,0,0,0,9.95,0,0,0,6.25,0,59.32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26.61
WBGene00003185,mek-1,1,34.092,1.49,17.653,51.666,11.153,37.339,11.626,0.565798399,11.90947615,19.46872027,13.49874151,63.79290486,21.32224915,40.84291505,1.628311783,11.15330018,10.56811702,29.89606714,38.9441126,18.28135322,27.98131921,24.64324245,14.38244237,49.287744,104.246369,57.4799273,45.65420451,15.85108855,30.76792341,8.485074754,32.44628805,31.5519839,32.08235967,0,0,0,221.02,49.05,74.91,0,57.51,0,25.97,0,220.03,0,0,52.76,0,0,15.34,0,76.56,0,86.33,24.64,9.04,51.87,57.48,0,103.07,0,0,26.35,0,22.24,0,0,131.79,0,0,0,52.56
